customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03724,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.38,2962.8,No
CUST-03725,Female,0,Yes,No,42,Yes,No phone service,No,Yes,No,One year,Yes,Mailed check,27.68,1162.56,Yes
CUST-03726,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,38.16,1640.88,No
CUST-03727,Female,1,No,No,65,No,Yes,DSL,No internet service,No,Two year,Yes,Mailed check,53.31,3544.44,No
CUST-03728,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,61.28,3309.12,No
CUST-03729,Male,0,Yes,No,38,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Credit card,90.1,3423.8,Yes
CUST-03730,Female,0,No,Yes,4,Yes,No,No,No internet service,No,Two year,No,Mailed check,64.76,259.04,No
CUST-03731,Female,1,No,Yes,56,Yes,No,DSL,No internet service,No,Month-to-month,No,Credit card,23.0,1288.0,Yes
CUST-03732,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer,95.09,1331.26,No
CUST-03733,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,72.35,1093.17,Yes
CUST-03734,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Two year,No,Bank transfer,113.82,6445.12,No
CUST-03735,Female,1,No,No,24,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer,82.79,2033.53,Yes
CUST-03736,Male,0,No,Yes,21,Yes,No,DSL,No internet service,No internet service,One year,No,Bank transfer,72.46,1557.16,No
CUST-03737,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,48.03,1478.51,No
CUST-03738,Male,1,Yes,No,33,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.12,1389.96,Yes
CUST-03739,Female,1,Yes,No,15,Yes,Yes,DSL,Yes,No,Two year,Yes,Mailed check,41.46,624.94,No
CUST-03740,Male,1,Yes,No,69,Yes,Yes,DSL,No,No,One year,No,Electronic check,59.53,4173.12,No
CUST-03741,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,35.48,2153.22,Yes
CUST-03742,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,104.11,1518.63,No
CUST-03743,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Mailed check,100.13,1201.56,No
CUST-03744,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Two year,No,Bank transfer,92.34,2159.79,Yes
CUST-03745,Male,0,No,No,12,No,No,Fiber optic,No,No,One year,No,Credit card,22.97,275.64,No
CUST-03746,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,25.33,1690.8,No
CUST-03747,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,82.92,2902.2,Yes
CUST-03748,Male,0,Yes,No,48,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,94.39,4530.72,Yes
CUST-03749,Female,0,No,Yes,47,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,20.73,1031.58,No
CUST-03750,Male,0,No,No,42,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,47.63,2001.12,No
CUST-03751,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Mailed check,31.9,197.02,No
CUST-03752,Male,0,No,Yes,67,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,41.59,2828.44,No
CUST-03753,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer,70.87,921.31,Yes
CUST-03754,Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,29.14,848.72,No
CUST-03755,Male,0,No,No,7,Yes,Yes,No,No internet service,No,Two year,No,Credit card,41.44,290.08,No
CUST-03756,Male,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,75.62,4007.86,No
CUST-03757,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,69.83,4538.95,No
CUST-03758,Male,0,No,Yes,3,No,Yes,No,No,No,One year,No,Electronic check,105.47,316.41,Yes
CUST-03759,Male,0,Yes,No,59,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,33.36,1998.23,No
CUST-03760,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,55.73,2954.63,Yes
CUST-03761,Female,1,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer,112.28,1571.92,No
CUST-03762,Male,0,No,No,0,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,99.17,0.0,Yes
CUST-03763,Female,1,Yes,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,Yes,Bank transfer,78.93,1657.53,No
CUST-03764,Male,1,No,Yes,14,Yes,No,DSL,No,Yes,One year,Yes,Credit card,96.44,1365.34,No
CUST-03765,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,63.73,1364.25,Yes
CUST-03766,Female,1,No,No,49,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,110.89,5535.42,Yes
CUST-03767,Male,0,Yes,No,47,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,79.16,3778.95,No
CUST-03768,Male,0,No,No,72,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,88.95,6404.4,No
CUST-03769,Female,0,Yes,No,50,Yes,No phone service,DSL,No,No internet service,Two year,No,Bank transfer,84.5,4342.4,No
CUST-03770,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,86.62,1429.12,No
CUST-03771,Female,1,Yes,No,50,Yes,No phone service,DSL,No internet service,No internet service,One year,Yes,Credit card,83.39,4218.6,No
CUST-03772,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Two year,No,Bank transfer,25.52,1018.91,Yes
CUST-03773,Female,0,Yes,No,48,No,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,79.59,3843.06,No
CUST-03774,Male,0,Yes,No,58,Yes,No,DSL,No internet service,No,Two year,No,Bank transfer,97.91,5688.24,No
CUST-03775,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,18.04,178.91,No
CUST-03776,Male,0,Yes,Yes,29,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Credit card,108.95,3159.55,No
CUST-03777,Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer,115.13,2302.6,Yes
CUST-03778,Male,1,No,Yes,33,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,31.08,1025.64,Yes
CUST-03779,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,72.58,5282.28,Yes
CUST-03780,Female,0,Yes,Yes,49,No,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,29.28,1493.88,No
CUST-03781,Male,0,Yes,No,46,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Credit card,46.87,2156.02,No
CUST-03782,Female,0,No,No,5,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.39,409.64,Yes
CUST-03783,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,48.89,2395.61,Yes
CUST-03784,Female,0,No,Yes,62,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,55.29,3456.02,No
CUST-03785,Female,0,Yes,No,11,Yes,Yes,No,No,No,Two year,Yes,Credit card,94.11,1063.92,No
CUST-03786,Male,1,No,No,40,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,76.65,3066.0,No
CUST-03787,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Credit card,70.84,2125.2,Yes
CUST-03788,Female,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,51.07,51.07,Yes
CUST-03789,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,89.82,1347.3,No
CUST-03790,Female,0,No,No,0,No,Yes,DSL,No,No,Month-to-month,No,Mailed check,61.24,18.48,Yes
CUST-03791,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,109.68,329.04,Yes
CUST-03792,Male,1,No,No,46,No,No,Fiber optic,Yes,No,Two year,Yes,Credit card,79.36,3654.21,No
CUST-03793,Male,0,No,No,64,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card,72.91,4753.51,No
CUST-03794,Male,1,Yes,Yes,51,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,99.92,5129.79,No
CUST-03795,Female,1,Yes,No,46,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,67.52,3105.92,Yes
CUST-03796,Male,0,Yes,Yes,49,Yes,Yes,No,Yes,No,Two year,No,Electronic check,46.49,2278.01,No
CUST-03797,Female,0,Yes,No,44,Yes,No phone service,DSL,No internet service,Yes,One year,No,Mailed check,33.82,1488.08,Yes
CUST-03798,Male,0,No,No,41,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Credit card,75.31,3087.71,No
CUST-03799,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,61.34,3408.07,Yes
CUST-03800,Female,0,Yes,No,70,No,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,58.53,4097.1,Yes
CUST-03801,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,53.64,3036.97,Yes
CUST-03802,Female,0,No,No,32,No,No,No,No,Yes,Two year,Yes,Credit card,86.5,2768.0,No
CUST-03803,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,70.94,1931.28,Yes
CUST-03804,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,72.8,3163.4,No
CUST-03805,Female,0,Yes,No,55,No,Yes,DSL,No internet service,No,Month-to-month,No,Credit card,49.43,2742.79,No
CUST-03806,Female,0,No,Yes,43,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,80.59,3549.04,No
CUST-03807,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No internet service,One year,No,Bank transfer,59.16,4328.05,No
CUST-03808,Male,0,No,No,33,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,96.49,3184.17,Yes
CUST-03809,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,72.01,1045.33,No
CUST-03810,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,One year,Yes,Mailed check,47.52,3192.94,Yes
CUST-03811,Male,0,No,No,28,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer,33.07,946.56,Yes
CUST-03812,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Credit card,89.39,1477.91,Yes
CUST-03813,Male,0,No,Yes,8,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,55.85,446.8,Yes
CUST-03814,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,24.68,729.44,Yes
CUST-03815,Female,1,No,No,48,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,111.32,5360.36,Yes
CUST-03816,Male,0,No,No,36,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,57.44,2139.03,No
CUST-03817,Female,0,Yes,No,27,Yes,No,DSL,No,No,One year,No,Mailed check,94.09,2540.43,Yes
CUST-03818,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,64.81,3175.69,No
CUST-03819,Male,0,No,No,54,Yes,Yes,DSL,Yes,Yes,One year,Yes,Mailed check,108.87,5914.16,No
CUST-03820,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Two year,Yes,Credit card,20.97,62.91,Yes
CUST-03821,Female,0,No,No,18,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card,44.46,800.28,Yes
CUST-03822,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,73.67,2652.12,Yes
CUST-03823,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Bank transfer,50.97,227.71,Yes
CUST-03824,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer,93.75,3375.0,No
CUST-03825,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,One year,No,Credit card,88.22,4411.0,No
CUST-03826,Female,1,Yes,Yes,31,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,20.6,646.77,Yes
CUST-03827,Male,0,Yes,Yes,44,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,3520.45,Yes
CUST-03828,Male,0,No,No,11,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,103.26,1135.86,Yes
CUST-03829,Female,0,Yes,No,40,No,Yes,DSL,No internet service,No,Two year,Yes,Electronic check,50.19,2007.6,No
CUST-03830,Female,0,No,Yes,55,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,32.21,1832.95,No
CUST-03831,Female,0,Yes,No,13,Yes,No,Fiber optic,No internet service,No,One year,Yes,Mailed check,93.31,1213.03,No
CUST-03832,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,109.84,5844.15,No
CUST-03833,Female,0,No,No,62,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,85.0,5270.0,No
CUST-03834,Male,0,Yes,No,64,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Credit card,104.3,6713.37,No
CUST-03835,Female,0,No,No,57,Yes,No,DSL,No,Yes,Two year,No,Electronic check,119.86,6832.02,No
CUST-03836,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,One year,Yes,Credit card,68.94,1394.42,No
CUST-03837,Female,0,Yes,No,3,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Credit card,113.4,371.63,Yes
CUST-03838,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,53.12,3838.79,No
CUST-03839,Female,0,Yes,No,45,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,94.06,4255.3,No
CUST-03840,Female,0,Yes,Yes,11,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,109.95,1209.45,Yes
CUST-03841,Male,0,Yes,No,29,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,71.13,2062.77,No
CUST-03842,Male,0,Yes,No,59,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer,81.9,4832.1,No
CUST-03843,Female,0,No,No,70,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,116.99,8189.3,No
CUST-03844,Female,0,Yes,No,64,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,43.62,2791.68,Yes
CUST-03845,Female,0,No,No,13,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,54.31,753.66,Yes
CUST-03846,Female,0,No,No,43,Yes,No,Fiber optic,No,No internet service,Two year,No,Bank transfer,96.77,4161.11,Yes
CUST-03847,Female,1,Yes,Yes,25,Yes,No,DSL,No,No,Two year,Yes,Bank transfer,52.78,1342.99,No
CUST-03848,Male,0,Yes,No,15,No,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,69.08,1036.2,No
CUST-03849,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,23.15,163.24,Yes
CUST-03850,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Mailed check,75.68,2424.25,No
CUST-03851,Male,0,Yes,No,15,No,Yes,DSL,No,No,Two year,Yes,Credit card,81.93,1238.65,No
CUST-03852,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card,26.43,1657.66,Yes
CUST-03853,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,One year,No,Electronic check,42.88,1243.52,No
CUST-03854,Female,1,No,No,70,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Electronic check,62.19,4353.3,No
CUST-03855,Male,1,Yes,No,11,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer,97.69,1131.77,Yes
CUST-03856,Female,0,Yes,Yes,66,No,No,DSL,No internet service,No,Two year,Yes,Mailed check,20.21,1439.01,No
CUST-03857,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Mailed check,51.8,2371.65,Yes
CUST-03858,Female,1,No,No,42,Yes,Yes,DSL,No,No,Two year,Yes,Credit card,18.5,777.0,No
CUST-03859,Male,0,No,No,54,Yes,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,71.17,3843.18,No
CUST-03860,Female,0,No,No,44,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer,68.88,3030.72,Yes
CUST-03861,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,95.05,5629.6,Yes
CUST-03862,Male,0,No,No,70,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,18.4,1288.0,No
CUST-03863,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Electronic check,95.39,2986.94,Yes
CUST-03864,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No internet service,One year,Yes,Bank transfer,108.91,762.37,No
CUST-03865,Female,0,No,No,61,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,50.38,3123.51,No
CUST-03866,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,52.04,997.31,Yes
CUST-03867,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Electronic check,18.11,342.53,No
CUST-03868,Female,0,Yes,No,5,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,61.77,308.85,No
CUST-03869,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,80.53,2269.98,No
CUST-03870,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,30.51,91.53,Yes
CUST-03871,Male,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,85.03,5952.85,No
CUST-03872,Male,1,No,No,42,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Bank transfer,55.31,2323.02,No
CUST-03873,Female,1,Yes,No,33,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,86.65,2859.45,No
CUST-03874,Female,0,No,Yes,70,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,43.61,3052.7,No
CUST-03875,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,97.01,3136.56,Yes
CUST-03876,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,73.98,1105.0,No
CUST-03877,Male,0,Yes,No,39,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,72.39,2823.21,No
CUST-03878,Female,1,Yes,No,4,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Bank transfer,67.79,324.37,No
CUST-03879,Male,1,Yes,No,49,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.88,5152.98,Yes
CUST-03880,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card,74.53,4844.45,No
CUST-03881,Female,0,No,No,53,No,No,Fiber optic,No internet service,No,Two year,Yes,Credit card,34.28,1830.89,No
CUST-03882,Male,0,No,No,45,Yes,No phone service,No,No,No,Two year,Yes,Credit card,81.83,3723.77,No
CUST-03883,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,70.44,704.4,Yes
CUST-03884,Female,0,Yes,No,48,No,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,25.03,1201.44,Yes
CUST-03885,Female,0,No,Yes,22,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Mailed check,77.27,1726.76,No
CUST-03886,Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,26.1,1409.4,No
CUST-03887,Male,0,No,No,4,Yes,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,91.93,367.72,No
CUST-03888,Male,0,No,No,63,Yes,No,No,Yes,No,One year,Yes,Bank transfer,84.79,5341.77,No
CUST-03889,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No internet service,Two year,No,Credit card,68.31,2322.54,No
CUST-03890,Female,0,Yes,Yes,68,Yes,Yes,No,No,No,Two year,Yes,Electronic check,94.38,6417.84,No
CUST-03891,Male,0,Yes,No,53,Yes,No,DSL,No internet service,No internet service,Two year,No,Mailed check,46.64,2471.92,No
CUST-03892,Female,0,No,No,2,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,63.54,127.08,Yes
CUST-03893,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,19.56,97.8,Yes
CUST-03894,Female,1,No,No,55,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,118.81,6534.55,No
CUST-03895,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,23.74,23.74,Yes
CUST-03896,Male,0,No,No,37,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card,28.65,1060.05,Yes
CUST-03897,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Credit card,68.48,3766.4,No
CUST-03898,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card,56.34,267.72,Yes
CUST-03899,Male,1,No,No,45,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,72.3,3316.47,No
CUST-03900,Female,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,103.17,1095.45,No
CUST-03901,Male,1,Yes,No,64,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,34.18,2187.52,No
CUST-03902,Female,0,No,No,9,Yes,No,DSL,No,Yes,Two year,No,Bank transfer,83.23,749.07,Yes
CUST-03903,Male,1,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card,19.84,793.6,No
CUST-03904,Male,0,No,No,43,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer,98.58,4238.94,Yes
CUST-03905,Female,1,No,No,32,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,101.19,3273.0,No
CUST-03906,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Credit card,56.7,3118.5,No
CUST-03907,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,35.68,392.48,No
CUST-03908,Male,0,No,No,1,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,100.73,100.73,Yes
CUST-03909,Male,1,Yes,No,0,No,No,No,No,No internet service,One year,Yes,Electronic check,110.74,0.0,No
CUST-03910,Female,0,Yes,No,64,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,25.68,1643.52,Yes
CUST-03911,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,77.14,2475.75,Yes
CUST-03912,Male,1,Yes,No,35,No,No,Fiber optic,No,No,Month-to-month,No,Mailed check,113.69,4009.91,Yes
CUST-03913,Male,0,Yes,No,20,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,83.66,1688.98,Yes
CUST-03914,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,No,Two year,No,Credit card,101.67,3558.45,No
CUST-03915,Female,0,Yes,No,25,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,41.44,1036.0,No
CUST-03916,Female,0,No,No,46,Yes,No,No,No,No internet service,Month-to-month,No,Credit card,28.44,1394.78,Yes
CUST-03917,Female,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,56.37,47.15,Yes
CUST-03918,Female,0,No,No,37,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Credit card,58.3,2251.41,No
CUST-03919,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,98.19,1298.67,Yes
CUST-03920,Male,1,No,No,45,No,No,Fiber optic,Yes,No,One year,No,Electronic check,59.44,2745.37,No
CUST-03921,Male,0,Yes,Yes,41,No,Yes,Fiber optic,No,No internet service,One year,No,Credit card,42.13,1727.33,No
CUST-03922,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,108.41,650.46,Yes
CUST-03923,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,97.83,5282.82,No
CUST-03924,Female,0,No,No,55,Yes,No phone service,DSL,No,No,Two year,No,Bank transfer,86.06,4739.81,No
CUST-03925,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card,39.13,2426.06,No
CUST-03926,Male,1,Yes,Yes,23,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,38.89,945.34,No
CUST-03927,Male,0,No,No,72,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,68.12,4951.29,No
CUST-03928,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,72.15,264.68,Yes
CUST-03929,Female,0,Yes,No,41,No,Yes,DSL,No,No,One year,Yes,Mailed check,44.12,1842.9,Yes
CUST-03930,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Credit card,30.58,2125.44,No
CUST-03931,Male,1,No,No,27,Yes,No,DSL,No,No,One year,Yes,Bank transfer,55.05,1568.42,Yes
CUST-03932,Male,1,No,No,39,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,61.77,2498.25,No
CUST-03933,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,23.36,1168.0,No
CUST-03934,Male,0,No,No,28,Yes,Yes,DSL,No,No internet service,Two year,Yes,Credit card,75.59,2116.52,No
CUST-03935,Female,0,No,No,41,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,18.21,807.17,Yes
CUST-03936,Female,0,No,No,68,No,Yes,Fiber optic,No internet service,No,Two year,No,Credit card,33.42,2366.47,No
CUST-03937,Male,0,No,No,4,Yes,Yes,DSL,No internet service,Yes,One year,Yes,Electronic check,32.99,256.9,Yes
CUST-03938,Male,0,No,No,40,No,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,88.13,3556.9,Yes
CUST-03939,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,67.56,4053.6,Yes
